vehicle_type,energy_consumption,co2_emissions_g_per_km,maintenance_cost_annual,cost_per_km,energy_storage_capacity,mileage_km,acceleration_0_100_kph_sec,torque_Nm,lifespan_years
ICE,7.37,164.33,60369.74,0.18,38.92,170766.04,7.31,203.91,10.51
EV,14.23,1.98,41328.7,0.1,71.81,160534.96,7.02,319.95,9.65
EV,14.85,9.57,56031.87,0.06,72.32,152432.48,5.27,317.69,12.83
ICE,7.41,146.29,71179.72,0.27,54.32,178153.52,9.3,147.34,8.79
ICE,6.89,157.97,90360.51,0.29,41.74,161072.68,9.52,150.15,12.77
ICE,7.22,137.99,65383.21,0.18,62.66,223426.88,7.27,89.82,10.16
EV,17.18,2.73,56256.31,0.13,70.36,190016.57,6.7,297.94,13.6
EV,17.91,2.21,67041.06,0.16,72.41,99765.92,5.4,358.28,9.27
EV,15.45,-0.14,44641.99,0.1,64.74,190896.87,5.75,386.4,13.14
EV,14.38,8.66,44646.65,0.08,64.82,165172.06,3.89,316.75,10.24
EV,16.91,8.51,41681.78,0.08,65.02,153326.59,6.97,323.77,12.91
ICE,6.81,122.58,71009.66,0.16,49.63,220673.24,8.82,238.26,8.19
ICE,8.18,132.64,88782.82,0.26,46.84,155216.0,10.36,164.83,9.35
ICE,6.85,155.84,67108.1,0.37,40.92,138232.51,9.72,209.89,11.22
ICE,6.01,114.25,90178.24,0.27,53.58,150509.53,9.9,244.76,12.4
ICE,4.95,148.21,85508.0,0.18,47.07,261797.55,9.3,203.19,12.08
ICE,8.41,183.02,101987.54,0.32,70.55,188581.32,6.89,175.66,10.57
EV,16.04,-0.08,39706.28,0.09,73.07,148612.16,6.9,262.02,13.31
EV,15.6,1.82,44867.86,0.13,66.27,165580.76,4.97,278.33,11.68
ICE,6.94,189.96,81160.46,0.21,51.1,225732.17,7.72,207.44,12.21
EV,14.57,-1.12,46079.87,0.12,64.39,151020.89,5.28,370.97,14.57
EV,13.94,8.08,28793.0,0.13,83.74,191773.68,5.96,288.06,11.26
ICE,6.17,165.31,73965.35,0.36,67.81,208019.88,7.72,196.47,9.36
ICE,7.36,119.4,71339.87,0.2,56.97,185659.16,9.88,219.72,8.48
ICE,6.85,147.36,83250.79,0.19,58.05,166280.23,9.14,213.42,9.5
EV,13.65,7.45,46429.71,0.14,71.99,185799.33,5.71,369.77,13.42
ICE,7.81,144.96,79399.44,0.24,51.49,173442.96,9.54,200.45,7.95
ICE,8.96,98.92,60654.86,0.29,48.11,238013.61,8.65,149.93,7.31
EV,15.52,-2.44,70565.44,0.07,69.47,144622.47,6.02,225.74,14.02
ICE,7.71,102.72,81462.33,0.23,41.33,122462.93,10.45,103.14,10.75
EV,17.32,-4.7,39082.99,0.12,64.04,134467.28,5.48,358.91,11.68
ICE,6.3,107.69,64795.91,0.31,52.96,100548.38,8.69,242.21,8.57
ICE,6.09,114.91,77593.25,0.27,41.35,236810.84,7.41,219.48,10.93
EV,13.77,6.52,54086.07,0.11,69.24,132998.85,5.99,277.06,12.94
EV,16.14,5.28,61356.2,0.15,69.48,136630.49,8.67,304.57,13.91
EV,16.42,3.23,39434.42,0.14,73.09,108734.67,5.66,336.76,11.54
EV,14.0,-7.51,64726.71,0.13,75.43,163252.4,6.48,342.48,11.9
EV,13.41,-1.9,51058.94,0.12,51.58,146940.16,5.78,334.41,12.43
ICE,6.36,69.33,67944.15,0.23,55.67,166121.06,8.06,193.12,13.52
ICE,5.95,146.73,85949.42,0.29,58.25,159929.69,10.25,219.59,5.85
EV,15.43,-4.25,37623.38,0.15,81.63,127557.12,6.6,242.42,9.79
EV,16.31,-1.62,55576.91,0.13,70.84,116094.64,4.44,279.85,10.48
ICE,8.28,159.69,76281.26,0.23,41.39,197632.79,11.2,231.45,9.08
ICE,6.61,160.33,81521.34,0.23,54.61,213111.01,10.12,204.26,8.11
EV,12.04,-3.67,52806.36,0.1,64.34,109554.69,6.25,271.9,7.49
EV,12.6,3.37,54720.02,0.08,76.62,143896.17,6.12,232.6,15.18
EV,15.19,0.28,54395.01,0.13,69.8,156698.43,7.23,331.77,7.98
EV,18.69,1.4,45002.7,0.14,65.26,200167.98,5.19,323.76,12.86
ICE,5.68,165.2,81932.74,0.23,52.56,182633.94,13.01,204.44,13.58
EV,15.4,-5.03,51718.39,0.12,72.46,191354.02,5.89,337.99,12.14
EV,13.89,-6.15,58691.55,0.14,80.97,120998.94,5.22,330.41,11.27
ICE,7.46,80.7,66828.17,0.32,70.7,159126.78,7.51,177.48,10.06
ICE,7.99,188.03,81280.16,0.25,47.52,160498.22,8.47,183.56,12.99
EV,13.21,4.48,44504.6,0.14,65.81,143080.15,4.7,203.86,13.53
EV,18.35,-6.27,35514.09,0.16,67.01,134007.29,4.68,301.49,12.82
EV,15.5,3.47,43743.23,0.08,81.93,128281.06,6.1,258.86,13.11
ICE,7.0,114.66,74751.72,0.25,43.37,135383.2,8.89,198.61,11.33
ICE,6.85,132.62,85044.84,0.24,43.75,136713.67,8.6,212.42,8.27
EV,12.79,-1.77,60305.81,0.1,76.23,183847.19,6.34,324.14,11.72
EV,14.87,9.79,59854.5,0.13,68.57,162098.24,4.93,225.77,12.25
EV,12.7,0.19,68005.11,0.13,62.19,119041.01,7.07,315.52,9.72
EV,13.34,-3.34,60519.48,0.13,65.76,143739.95,5.78,266.95,14.91
EV,15.72,-2.34,64227.48,0.13,58.11,149383.18,6.87,380.28,12.07
EV,17.89,-3.27,65210.06,0.14,79.7,174287.83,5.33,230.51,10.91
EV,14.93,-10.61,55972.28,0.13,64.34,150220.88,6.86,266.35,13.59
ICE,7.88,119.88,67530.68,0.3,44.25,200123.57,9.78,235.05,9.28
ICE,8.48,104.07,71162.59,0.28,51.69,171922.16,8.54,172.85,12.64
ICE,6.8,173.99,78952.22,0.31,48.59,202861.23,8.34,162.02,12.08
EV,14.87,1.62,55555.13,0.12,75.01,189465.25,7.54,304.4,12.96
EV,19.02,-2.05,62289.81,0.15,64.78,138403.75,4.68,336.25,9.27
ICE,5.69,132.18,79137.46,0.22,52.65,91668.88,10.19,174.7,10.99
EV,17.76,-0.44,55082.69,0.11,59.36,163528.88,5.29,203.23,9.75
ICE,8.91,101.78,71761.42,0.22,44.65,152155.32,7.53,195.98,11.71
EV,15.96,-7.85,63728.48,0.11,64.15,161025.31,7.95,253.45,12.28
ICE,8.53,121.07,76798.51,0.19,61.37,181875.14,11.82,229.4,7.02
ICE,7.06,142.31,64421.89,0.29,33.02,203076.82,7.36,248.34,12.0
EV,14.06,5.25,56592.46,0.15,65.12,127973.0,7.14,367.33,11.37
ICE,8.13,128.2,93663.61,0.2,45.42,187544.49,8.39,155.56,11.82
EV,14.77,5.39,44759.12,0.1,53.84,144888.43,8.2,323.04,9.12
EV,16.01,0.03,28694.34,0.14,57.81,171464.79,9.53,353.0,13.06
ICE,7.43,133.29,53060.26,0.24,43.73,149249.33,11.32,206.19,11.86
ICE,7.35,144.19,62281.98,0.22,55.24,223341.94,11.38,188.04,11.76
ICE,6.03,138.79,30183.28,0.21,40.03,162386.97,9.63,182.73,9.51
ICE,8.05,135.94,77590.2,0.25,52.04,190213.13,10.31,115.06,8.95
ICE,8.22,217.18,101336.34,0.28,48.66,254314.01,8.39,197.83,6.87
ICE,6.28,58.33,63710.55,0.29,45.06,125475.88,9.4,245.66,10.12
EV,15.54,-0.8,45870.02,0.13,68.85,158923.86,6.89,253.75,12.13
EV,17.06,4.0,69870.61,0.14,72.91,132777.52,6.61,305.89,8.86
ICE,10.75,189.36,58341.07,0.27,37.92,124661.31,8.37,225.1,10.73
ICE,9.45,206.99,61987.72,0.26,55.69,173667.22,11.79,202.12,10.57
ICE,7.79,114.33,63404.84,0.23,68.17,193248.91,12.21,178.59,7.49
ICE,7.67,142.88,93347.85,0.25,50.84,105539.47,11.94,175.86,9.04
EV,16.68,3.28,36316.85,0.13,59.92,170575.73,7.91,267.26,10.68
EV,15.35,-5.27,56383.92,0.14,83.57,151382.38,5.14,292.53,13.64
EV,15.53,-10.76,54820.67,0.11,83.2,125557.32,4.04,271.05,11.46
ICE,8.13,86.84,101665.15,0.3,52.82,191450.93,8.82,251.4,8.83
EV,15.56,-5.52,44024.9,0.1,85.09,131845.31,7.45,343.17,10.73
EV,10.6,-0.53,59553.01,0.14,81.22,80578.68,5.99,368.01,10.03
ICE,6.43,187.24,72954.05,0.22,60.69,144905.77,9.14,170.63,8.86
EV,15.63,-2.42,29961.38,0.04,76.96,211265.34,6.19,257.3,10.52
ICE,9.74,166.85,71394.45,0.25,49.17,176748.82,10.57,234.29,12.39
EV,10.06,-3.01,74267.16,0.16,73.7,139042.77,6.08,352.91,12.12
ICE,5.72,123.11,84350.57,0.2,36.2,181653.07,8.85,160.34,9.91
ICE,8.08,106.75,87980.34,0.27,53.76,196615.18,8.24,157.26,9.7
ICE,10.12,127.64,91359.56,0.18,66.78,156666.28,10.19,205.94,12.07
EV,15.22,2.18,51838.5,0.11,66.82,112964.64,6.12,319.97,11.73
EV,14.11,-0.09,59113.63,0.13,55.28,163409.45,7.35,304.0,13.63
EV,15.39,-2.36,62958.72,0.12,82.93,117028.66,5.97,323.38,13.65
EV,12.88,8.07,56728.61,0.07,80.7,161779.02,7.87,329.62,12.56
EV,14.97,2.0,54763.58,0.13,58.49,171930.02,6.5,325.05,14.82
ICE,7.05,115.15,79936.06,0.33,36.59,184994.7,9.29,201.79,9.1
ICE,7.46,147.36,67078.35,0.28,41.74,148425.91,8.15,170.75,10.93
EV,11.68,-8.84,40736.19,0.18,79.45,127524.85,6.46,330.83,9.11
EV,19.93,2.48,39978.13,0.08,54.7,107872.81,5.13,252.56,9.46
EV,14.15,5.15,53113.09,0.14,78.38,158953.55,5.24,335.22,14.29
ICE,6.74,148.99,75732.35,0.25,44.3,167239.68,8.37,209.72,12.58
ICE,9.4,120.05,87294.31,0.24,50.56,255514.36,7.84,191.33,9.57
ICE,9.61,131.98,82791.4,0.22,53.9,227315.8,7.82,152.11,6.92
EV,12.44,1.54,59965.71,0.13,75.87,110373.65,5.57,201.4,14.83
ICE,7.72,172.99,102117.46,0.36,49.45,174113.79,9.22,245.4,9.65
ICE,8.36,190.35,93095.99,0.27,45.23,198921.81,7.66,145.19,12.51
ICE,8.49,122.16,73907.73,0.32,55.95,188491.98,9.7,149.67,9.14
EV,14.9,4.31,52887.24,0.09,68.53,161787.41,5.33,394.46,13.65
EV,16.53,3.18,41829.11,0.07,63.7,164633.24,4.41,367.67,15.0
ICE,8.57,138.1,77612.76,0.29,39.48,177829.82,9.19,192.72,11.26
ICE,6.72,106.51,55717.66,0.29,54.56,171593.78,9.78,144.47,10.08
ICE,8.45,114.96,88148.85,0.25,48.69,200402.66,11.05,211.85,10.98
EV,16.49,-5.63,38699.31,0.08,58.47,63014.58,5.64,286.08,8.92
EV,14.07,6.59,33924.4,0.12,70.23,197949.65,5.94,314.57,11.42
EV,14.98,7.65,47060.33,0.15,76.81,133837.17,7.32,447.15,11.57
EV,19.15,-3.74,50856.87,0.1,87.19,149212.18,7.35,243.57,13.42
EV,14.56,-0.13,46793.32,0.08,70.44,141827.7,5.81,277.49,10.19
ICE,7.13,127.2,84213.93,0.22,47.6,202215.19,9.62,212.91,12.24
EV,13.56,4.42,61210.31,0.06,65.85,182132.42,5.58,272.24,13.58
ICE,6.91,115.25,100191.55,0.33,50.15,178203.22,9.47,189.17,13.35
EV,12.93,1.91,52394.05,0.11,56.67,141674.59,7.0,337.98,12.05
EV,17.33,-5.46,43242.92,0.15,56.41,114008.24,5.91,345.25,10.94
EV,15.24,-1.61,58113.97,0.11,75.41,143841.48,5.56,206.25,10.75
ICE,8.71,186.22,61727.36,0.25,56.38,167263.33,11.04,207.48,11.11
ICE,10.58,167.53,70170.09,0.2,50.07,270502.75,9.46,205.58,9.53
EV,13.1,2.56,49260.52,0.1,64.65,144126.44,4.06,302.7,10.69
ICE,8.81,135.49,96505.89,0.28,73.85,137179.67,6.86,213.76,10.49
EV,16.32,-0.76,43224.35,0.12,54.88,169771.63,6.19,368.4,14.75
EV,12.53,-5.48,33990.96,0.1,73.88,146271.43,6.06,329.48,13.26
EV,17.4,3.68,41046.54,0.15,77.92,150944.75,5.98,318.15,7.29
EV,12.44,3.36,51448.88,0.1,84.07,179211.79,5.59,378.79,12.41
EV,14.46,4.3,49764.48,0.14,72.27,153211.72,4.52,323.06,10.73
ICE,7.77,167.74,38490.12,0.32,84.29,248038.86,8.88,243.77,11.69
EV,16.14,-6.22,37495.92,0.16,67.44,153215.1,6.98,418.37,13.25
EV,18.62,2.76,48035.33,0.1,77.97,101298.52,5.37,358.33,13.56
EV,13.44,-1.61,30373.74,0.12,60.37,150603.19,6.78,262.88,13.8
ICE,10.98,150.1,52886.16,0.19,45.69,211716.21,8.7,203.79,10.43
ICE,8.99,105.51,94642.08,0.22,59.41,100827.21,6.66,258.43,4.87
ICE,9.39,137.66,83930.25,0.15,48.0,239677.72,9.19,141.71,9.49
EV,18.15,2.5,57579.22,0.09,71.58,162181.68,7.16,327.11,12.56
EV,15.39,5.24,32309.24,0.11,63.11,161495.05,6.82,260.87,16.51
ICE,5.48,134.52,96895.9,0.41,38.23,214969.61,7.16,217.7,10.3
EV,16.3,-1.85,89262.38,0.15,69.9,180201.9,5.46,272.54,16.09
EV,15.69,7.38,46721.05,0.13,68.96,183655.85,4.65,236.42,9.41
ICE,9.29,100.63,86770.21,0.31,47.02,167843.09,8.56,176.18,7.38
ICE,5.58,92.89,64548.71,0.16,52.72,84675.51,4.73,186.08,6.91
EV,15.74,3.83,60213.83,0.09,74.11,135241.29,6.39,337.0,11.13
EV,14.26,-4.61,44611.58,0.14,59.45,234729.92,6.12,285.5,14.39
EV,12.71,6.82,54878.72,0.13,75.71,177770.17,5.64,226.04,12.16
ICE,5.76,111.76,34490.16,0.21,57.0,83248.98,10.41,270.46,4.49
ICE,7.0,120.29,71706.14,0.25,54.01,162659.53,6.45,226.76,11.46
ICE,5.66,149.15,82791.03,0.22,43.21,216776.34,10.13,299.08,10.5
EV,14.68,-3.22,51972.92,0.11,73.86,154542.09,5.61,348.27,15.03
EV,14.87,1.54,40838.08,0.11,65.05,136744.53,5.73,277.1,8.49
ICE,7.79,163.36,58233.44,0.22,38.29,216535.64,9.96,250.88,12.05
ICE,8.88,126.77,69536.87,0.29,52.82,175545.82,6.61,162.36,11.93
EV,15.95,-8.08,44690.29,0.12,79.58,141566.24,6.51,216.41,10.73
EV,20.12,0.38,58953.55,0.1,76.72,120560.22,6.3,248.7,9.62
EV,18.26,-1.24,48685.27,0.14,81.73,148288.76,4.65,261.37,12.32
EV,13.8,3.07,52096.59,0.1,85.99,188642.27,4.03,242.15,8.75
ICE,5.2,167.46,67003.28,0.29,52.9,174062.82,6.13,250.46,10.6
EV,16.24,-3.46,54794.42,0.12,38.23,170939.22,5.84,253.0,11.66
EV,16.27,1.3,51941.08,0.11,68.58,131056.89,6.9,327.23,8.37
ICE,7.21,167.53,110266.64,0.19,41.33,178348.77,9.82,243.02,13.12
EV,12.61,-8.7,48967.78,0.1,73.19,109768.06,8.39,305.86,13.99
ICE,7.65,140.79,74613.03,0.2,45.47,197828.37,7.43,185.31,8.24
EV,16.24,-3.71,45088.46,0.07,46.8,159240.3,4.9,340.79,14.87
ICE,7.59,147.44,74361.08,0.31,52.08,224167.01,10.0,182.92,10.97
ICE,6.52,117.18,90623.99,0.26,51.35,240323.31,9.61,217.9,9.74
ICE,7.88,178.85,60350.35,0.19,64.63,193206.0,11.35,210.85,8.5
EV,14.08,3.26,50002.07,0.15,77.01,87765.41,6.0,300.61,10.74
ICE,6.57,82.6,87598.82,0.31,44.44,208624.36,9.55,154.7,14.97
EV,14.82,2.78,62230.83,0.1,63.44,191042.38,6.2,272.04,13.33
ICE,7.28,43.02,78290.05,0.24,58.22,114139.54,11.32,200.38,11.25
ICE,7.92,147.36,71131.77,0.25,55.8,228381.26,8.01,191.17,7.05
EV,18.7,2.9,40922.44,0.13,67.51,144716.63,6.26,355.19,9.82
ICE,8.22,94.25,88077.55,0.23,54.66,215269.86,7.67,143.21,10.81
ICE,10.47,144.37,36370.09,0.22,41.25,186145.97,7.61,293.63,11.44
EV,11.59,2.45,45632.36,0.08,66.59,160254.76,6.51,224.31,11.95
EV,14.27,3.55,44076.44,0.11,77.23,166678.24,7.74,285.02,13.05
EV,14.68,5.54,38105.88,0.1,69.37,162007.08,5.1,331.66,9.69
ICE,8.87,143.7,87338.18,0.29,43.95,195440.98,8.06,261.2,8.79
EV,13.41,-8.8,64872.46,0.18,72.89,191984.59,5.0,247.5,13.46
ICE,4.94,101.69,95050.49,0.27,41.61,197649.59,10.8,192.44,10.09
ICE,8.96,137.52,76360.0,0.17,35.13,121411.73,6.93,179.22,10.87
EV,18.05,7.71,37434.93,0.14,78.57,162925.87,4.97,247.04,10.02
EV,14.98,-2.76,49861.62,0.11,73.95,137669.25,6.11,286.78,14.53
EV,13.87,0.85,43396.79,0.17,66.83,173124.07,5.95,360.53,11.66
EV,16.23,-6.73,48655.03,0.15,75.27,118585.27,6.47,291.99,11.76
EV,13.96,-2.81,40634.94,0.15,56.6,101465.98,6.55,270.38,11.45
EV,14.02,-6.17,43931.35,0.06,61.48,170168.8,5.27,364.28,13.96
ICE,7.67,116.16,46634.24,0.26,52.91,241514.2,9.13,186.37,9.6
ICE,8.12,116.2,67167.08,0.32,51.4,185999.8,9.63,276.85,11.54
ICE,7.05,167.99,90881.28,0.28,38.57,197579.43,9.65,207.72,8.56
ICE,8.21,209.0,96041.71,0.19,43.19,134056.67,11.89,142.18,9.2
EV,12.16,4.66,58595.88,0.1,54.05,172354.53,8.5,268.63,13.51
EV,13.54,3.9,44153.82,0.08,72.33,122680.65,5.54,254.9,11.4
ICE,7.17,172.69,87877.54,0.32,54.54,158205.2,10.27,260.76,10.78
ICE,7.2,190.33,74273.43,0.25,49.47,154390.78,9.81,264.38,10.99
EV,15.74,3.48,49544.88,0.1,66.08,147893.39,6.95,225.61,11.77
ICE,8.0,106.25,76073.29,0.26,50.9,119797.13,9.55,175.24,11.41
EV,16.75,2.58,50933.72,0.1,70.69,151227.74,8.09,282.4,10.77
ICE,7.6,158.31,85775.83,0.26,40.17,192465.37,8.23,171.44,7.59
EV,19.27,-3.93,45355.96,0.07,62.21,198563.63,5.41,362.49,9.99
ICE,6.13,151.33,83939.63,0.24,47.46,197520.94,12.09,161.37,10.23
EV,13.95,-3.03,49513.48,0.15,71.98,200535.75,5.87,260.2,14.49
ICE,4.95,107.79,77383.34,0.28,32.58,216923.49,7.97,154.05,7.72
EV,14.33,-6.12,51043.56,0.14,54.57,149600.86,6.5,268.55,9.3
ICE,6.65,115.59,71542.28,0.19,48.49,197470.71,7.58,217.44,13.2
ICE,6.11,118.83,98938.66,0.26,52.8,213569.01,7.39,208.4,8.91
EV,16.43,4.7,65334.34,0.16,73.59,91348.54,5.25,334.34,9.35
ICE,7.18,162.1,91458.54,0.24,47.14,172589.36,8.41,238.93,11.04
EV,17.2,4.09,67952.11,0.13,52.54,187011.73,7.21,262.2,17.4
EV,15.03,-8.46,33923.39,0.08,69.91,110952.36,5.84,359.35,15.2
EV,18.93,-0.69,50759.55,0.17,81.89,148902.3,5.62,269.72,10.5
EV,13.46,1.44,47260.07,0.08,76.2,174616.61,6.11,286.49,13.89
EV,14.85,-2.15,49382.36,0.06,59.05,150875.72,6.82,288.61,14.31
ICE,5.53,144.39,82721.92,0.22,58.65,209032.85,9.29,140.41,8.82
EV,13.96,10.38,27038.19,0.09,50.88,117922.37,6.13,267.41,13.56
EV,15.15,1.41,46304.73,0.15,76.96,131610.5,5.67,314.7,12.3
ICE,9.16,120.17,89917.29,0.15,56.54,116470.92,12.3,220.38,8.39
ICE,9.08,85.0,62270.07,0.25,41.47,145388.03,10.16,192.79,9.54
EV,17.11,-9.15,48491.62,0.11,65.93,109320.89,6.37,263.76,11.25
ICE,7.66,128.0,88423.6,0.29,50.99,176864.53,10.03,150.3,9.91
ICE,6.6,148.43,79966.31,0.18,46.93,242307.17,8.61,240.69,11.46
EV,17.27,-3.46,56045.15,0.08,64.62,117644.62,6.13,281.11,13.28
EV,14.56,-3.21,38697.96,0.18,71.93,163048.23,5.98,316.24,15.05
ICE,9.59,135.44,104074.02,0.25,46.27,169854.38,5.28,175.6,14.85
EV,13.04,-1.75,66850.14,0.1,69.5,151291.23,5.12,312.17,11.74
ICE,7.48,164.7,70950.55,0.27,55.1,224705.3,7.56,225.32,10.16
ICE,4.99,140.18,76134.13,0.24,34.31,211709.61,7.91,241.88,12.06
ICE,9.27,95.29,78585.91,0.24,63.1,202057.46,10.28,151.67,12.23
EV,17.21,-0.45,28999.73,0.12,69.62,137227.33,6.46,333.38,13.13
ICE,7.17,116.37,87648.31,0.27,62.85,183874.64,9.7,264.53,10.44
EV,15.65,-5.0,60817.67,0.1,75.1,138003.0,7.0,351.58,16.69
EV,13.6,-1.05,54822.49,0.12,78.43,182705.5,5.83,240.95,12.92
EV,14.81,-9.01,56855.08,0.08,57.28,142952.27,7.07,283.11,11.69
EV,16.14,-4.8,46864.7,0.17,90.75,131563.84,6.81,322.56,9.97
ICE,9.62,119.09,79201.81,0.25,63.23,146991.48,8.78,319.19,11.76
EV,13.37,-1.48,52873.29,0.13,76.04,182754.16,4.53,275.72,13.25
EV,15.42,-6.13,53924.16,0.11,75.17,215552.85,6.86,221.43,8.89
EV,17.06,-2.75,36541.29,0.17,59.8,113502.58,6.34,307.15,10.92
EV,13.27,4.78,62446.8,0.12,72.66,74046.92,6.49,261.22,10.32
ICE,7.04,124.02,85131.49,0.26,42.45,170960.74,7.79,202.89,8.78
ICE,7.78,128.23,78258.94,0.24,37.58,205280.93,9.43,218.3,7.66
EV,18.33,4.75,65541.6,0.11,56.35,131155.69,8.94,310.5,14.96
EV,10.92,4.08,39803.36,0.16,47.7,131483.63,3.38,228.86,11.84
ICE,6.16,134.16,70366.51,0.24,59.76,146161.48,10.82,168.06,9.03
EV,17.88,5.46,53476.76,0.11,68.68,188722.75,5.64,214.12,9.05
EV,14.68,3.8,36340.44,0.12,53.27,184867.79,6.73,358.94,13.54
EV,16.18,-2.37,46149.78,0.12,72.27,82018.44,5.37,329.23,11.86
EV,15.94,-7.19,57890.57,0.13,87.26,96618.03,6.19,274.77,13.39
EV,14.62,6.04,47202.4,0.12,80.77,130449.75,7.18,406.23,14.42
ICE,7.01,142.68,74258.32,0.28,48.34,160402.24,8.19,195.61,9.05
ICE,5.37,145.38,61875.45,0.24,61.67,265285.86,8.01,207.21,9.46
ICE,8.66,135.65,81425.42,0.27,66.83,202277.92,8.88,243.51,10.35
EV,11.9,1.61,54384.76,0.12,67.57,163080.17,6.3,296.28,11.45
EV,16.97,-5.34,53423.38,0.12,70.34,192360.81,6.33,325.99,11.52
ICE,7.78,163.39,55799.48,0.24,67.83,196723.66,8.28,132.54,7.61
ICE,6.81,171.67,96691.97,0.2,57.84,166062.88,9.03,169.04,9.82
ICE,8.23,155.13,54985.02,0.24,51.66,223474.54,9.84,173.11,9.96
EV,17.96,12.79,43102.72,0.11,60.42,180648.69,5.09,261.29,10.06
ICE,7.9,178.1,95494.61,0.34,49.7,206841.04,8.07,188.68,8.76
ICE,7.0,180.91,63259.04,0.18,55.05,166979.46,8.77,156.13,7.68
EV,16.22,-3.94,48244.36,0.12,80.63,173935.52,4.91,286.27,15.53
ICE,6.29,92.79,90844.95,0.26,49.62,213008.98,10.4,119.61,7.33
EV,14.7,-9.18,57833.91,0.11,65.42,113493.1,4.96,353.76,12.3
EV,12.86,-7.11,37004.19,0.14,68.85,104053.94,5.92,281.22,16.1
EV,9.7,4.2,55523.0,0.12,61.44,98092.12,6.39,299.8,12.77
ICE,8.96,139.64,83225.48,0.23,40.78,154918.54,8.09,252.69,7.98
ICE,6.89,203.52,75744.71,0.25,44.31,217544.44,9.29,272.93,10.34
ICE,7.96,114.57,79161.55,0.23,56.5,147617.33,7.11,186.88,8.71
ICE,7.13,140.28,92624.48,0.24,53.3,129069.78,8.47,193.54,10.17
EV,15.5,-4.96,48241.46,0.15,69.4,218274.76,7.89,334.33,12.93
EV,12.03,-4.46,58141.52,0.07,67.52,170524.9,6.18,307.57,12.13
ICE,6.99,182.17,85563.02,0.17,52.64,93557.76,11.21,187.09,10.99
EV,15.04,-6.56,54215.87,0.13,80.06,142190.73,6.72,376.96,13.54
ICE,6.42,96.91,77975.15,0.34,66.24,305616.92,7.55,144.78,9.54
ICE,7.22,109.29,88615.8,0.21,57.75,177588.77,8.12,179.92,10.17
ICE,8.67,110.33,116618.84,0.23,41.51,153288.7,10.27,192.46,9.38
EV,11.97,4.05,54838.77,0.1,61.74,186840.91,7.85,307.39,12.27
EV,16.0,8.56,44517.13,0.08,64.54,116232.39,5.81,302.91,10.17
ICE,7.31,120.39,77697.49,0.23,56.82,212393.84,8.07,206.97,12.73
EV,15.04,-2.68,60114.63,0.13,72.11,83751.58,5.19,235.72,18.32
ICE,8.42,157.73,79280.21,0.31,46.79,198344.02,10.82,185.83,10.17
EV,15.03,-4.67,32926.42,0.13,70.32,140891.22,3.7,276.53,12.77
ICE,9.22,114.74,88330.98,0.22,57.2,140662.01,6.98,151.38,9.22
EV,15.76,-7.52,37967.99,0.09,53.09,163719.73,6.06,305.4,14.37
EV,15.29,7.99,67246.97,0.14,58.8,182445.42,4.87,293.97,12.61
ICE,7.36,168.48,81840.93,0.29,54.52,172831.89,7.68,210.12,11.74
EV,12.17,4.99,53764.1,0.1,55.0,180863.07,5.41,289.0,7.21
ICE,7.3,106.88,77840.0,0.25,65.35,192228.05,8.39,195.03,8.43
ICE,6.25,170.83,85215.1,0.33,60.41,149495.08,9.88,259.08,13.31
ICE,6.76,120.12,120722.25,0.18,51.15,252176.43,9.81,272.8,7.07
EV,13.36,-8.23,61401.49,0.1,51.64,150480.76,4.47,233.03,11.96
EV,20.26,6.87,45483.41,0.06,72.95,118731.85,3.62,306.28,14.54
ICE,9.29,178.17,91776.9,0.36,45.02,161448.63,10.03,222.52,11.39
EV,16.49,-0.87,46160.29,0.13,60.26,175736.96,6.96,277.17,10.56
ICE,7.87,140.3,87302.63,0.31,51.42,146721.16,13.05,266.52,8.15
ICE,9.48,180.02,86304.65,0.2,52.37,180682.75,10.64,237.31,10.64
EV,19.91,-4.33,41627.38,0.11,64.71,120169.35,6.48,303.49,12.24
ICE,8.88,127.63,61616.98,0.36,49.07,131328.57,9.1,263.07,9.75
EV,15.22,1.49,42658.26,0.09,81.46,144948.45,7.09,308.14,9.01
ICE,7.66,138.14,74951.83,0.23,50.8,236971.34,7.56,178.69,11.12
ICE,9.1,136.94,115394.21,0.25,56.32,245401.91,12.14,230.63,8.31
ICE,6.85,155.16,98547.34,0.21,50.34,146552.52,7.63,160.11,10.43
ICE,9.03,104.84,82805.12,0.27,57.76,143267.35,6.69,237.46,11.99
EV,14.18,-1.41,45918.99,0.12,64.29,170702.21,6.71,213.95,12.04
ICE,7.56,147.15,70660.79,0.18,71.7,151132.14,9.06,256.59,11.13
ICE,9.6,120.46,72797.57,0.21,44.4,199697.49,10.16,182.14,8.62
EV,14.27,-3.25,35948.1,0.13,69.86,185907.33,6.56,314.19,10.7
ICE,8.41,135.51,86320.4,0.33,62.8,156620.26,11.93,236.5,8.68
ICE,7.01,150.77,78192.54,0.27,53.13,197988.5,6.74,172.56,11.5
EV,14.51,-5.31,39103.67,0.1,76.37,172815.18,5.02,347.27,12.5
ICE,5.84,155.47,83409.89,0.3,29.85,172710.33,9.93,97.3,13.18
EV,12.28,-7.85,45838.06,0.16,65.03,144715.99,4.84,304.28,13.47
ICE,7.15,160.54,72452.55,0.22,41.48,202411.24,8.57,209.82,11.41
EV,12.1,-2.33,41107.59,0.15,85.34,153087.52,6.25,291.27,12.04
